Ethanol,VE(cm3/mol)
1,0
0.898378500308434,-0.334853333635607
0.796655625180507,-0.342865803889524
0.687977051072526,-0.291034423239381
0.562247349262449,-0.230091413402306
0.412175490709687,-0.151552500003788
0.384032576108344,-0.126895555132108
0.345045772225094,-0.097083917809897
0.257767843888061,-0.067375710123855
0.205781291572609,-0.0494975019940966
0.139304672215333,-0.0231619228324575
0.117378562870523,-0.0280661489379099
0.0793080757974763,-0.0216357432265681
0,0

